site number,site location,Cluster,site acronym,date,sample type,conductance (uS/cm),chl A (ug/L),phaeophytin (ug/L),phaeophytin chl A (ug/L),chlorophyta (organisms/ml),cyanophyta (organisms/ml),bacillariophyta (organisms/ml),total (organisms/ml),algae comments
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/31/2015,NA,1221,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/31/2015,NA,1204,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,8/31/2015,NA,499,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/31/2015,NA,993,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/31/2015,NA,1029,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,8/31/2015,NA,985,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/31/2015,NA,470,NA,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/31/2015,NA,494,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/31/2015,NA,1822,NA,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,8/31/2015,NA,1833,NA,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/31/2015,NA,1818,NA,NA,NA,NA,NA,NA,NA,NA
Roos In,Roosevelt at Salt River Inlet,salt,SRNR,8/31/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Gila,Salt Gila Pump Station,NA,SGPS,8/31/2015,NA,996,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,8/31/2015,NA,1696,NA,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/31/2015,NA,1569,NA,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,8/31/2015,NA,994,NA,NA,NA,NA,NA,NA,NA,NA
AN IN,Inlet to Anthem Water Treatment Plant,srp,az canal,10/5/2015,NA,1019,NA,NA,NA,NA,NA,NA,NA,NA
CH IN,Inlet to Chandler Treatment Plant,srp,az canal,10/5/2015,NA,1660,NA,NA,NA,NA,NA,NA,NA,NA
Glendale In,Glendale WTP Inlet,srp,Glen In,10/5/2015,NA,1373,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,10/5/2015,NA,1409,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,10/5/2015,NA,1029,NA,NA,NA,NA,NA,NA,NA,NA
HOC,Head of Consolidated Canal,az canal,HOC,10/5/2015,NA,1652,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/5/2015,NA,1655,NA,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/5/2015,NA,1411,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,Mesa Turnout,NA,MTO,10/5/2015,NA,1024,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the consolidated canal,az canal,MOC,10/5/2015,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/5/2015,NA,1356,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/5/2015,NA,1428,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/5/2015,NA,1903,NA,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,10/5/2015,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/5/2015,NA,1032,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/5/2015,NA,1289,NA,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/5/2015,NA,1362,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,10/5/2015,NA,613,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/5/2015,NA,1369,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/5/2015,NA,1363,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,10/5/2015,NA,524,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/5/2015,NA,984,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,10/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/5/2015,NA,486,NA,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/5/2015,NA,503,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/5/2015,NA,1884,NA,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,10/5/2015,NA,1861,NA,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/5/2015,NA,1899,NA,NA,NA,NA,NA,NA,NA,NA
Roos In,Roosevelt at Salt River Inlet,salt,SRNR,10/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Gila,Salt Gila Pump Station,NA,SGPS,10/5/2015,NA,1032,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,10/5/2015,NA,1729,NA,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/5/2015,NA,1540,NA,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,10/5/2015,NA,1027,NA,NA,NA,NA,NA,NA,NA,NA
AN IN,Inlet to Anthem Water Treatment Plant,srp,az canal,11/2/2015,NA,1018,NA,NA,NA,NA,NA,NA,NA,NA
CH IN,Inlet to Chandler Treatment Plant,srp,az canal,11/2/2015,NA,1403,NA,NA,NA,NA,NA,NA,NA,NA
Glendale In,Glendale WTP Inlet,srp,Glen In,11/2/2015,NA,789,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,11/2/2015,NA,838,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOC,Head of Consolidated Canal,az canal,HOC,11/2/2015,NA,1256,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/2/2015,NA,1269,NA,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/2/2015,NA,821,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,Mesa Turnout,NA,MTO,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the consolidated canal,az canal,MOC,11/2/2015,NA,1454,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/2/2015,NA,740,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/2/2015,NA,1948,NA,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,11/2/2015,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/2/2015,NA,1008,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/2/2015,NA,861,NA,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/2/2015,NA,831,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,11/2/2015,NA,635,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/2/2015,NA,734,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/2/2015,NA,845,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,11/2/2015,NA,510,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/2/2015,NA,1027,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,11/2/2015,NA,1024,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/2/2015,NA,488,NA,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/2/2015,NA,490,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/2/2015,NA,1895,NA,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,11/2/2015,NA,1892,NA,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roos In,Roosevelt at Salt River Inlet,salt,SRNR,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Gila,Salt Gila Pump Station,NA,SGPS,11/2/2015,NA,1026,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,11/2/2015,NA,579,NA,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,11/2/2015,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA
AN IN,Inlet to Anthem Water Treatment Plant,srp,az canal,12/7/2015,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA
CH IN,Inlet to Chandler Treatment Plant,srp,az canal,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glendale In,Glendale WTP Inlet,srp,Glen In,12/7/2015,NA,633,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,12/7/2015,NA,685,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOC,Head of Consolidated Canal,az canal,HOC,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,Mesa Turnout,NA,MTO,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the consolidated canal,az canal,MOC,12/7/2015,NA,1414,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/7/2015,NA,634,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/7/2015,NA,626,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/7/2015,NA,1941,NA,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/7/2015,NA,624,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,12/7/2015,NA,631,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/7/2015,NA,627,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/7/2015,NA,630,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,12/7/2015,NA,560,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/7/2015,NA,1031,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/7/2015,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,12/7/2015,NA,1035,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/7/2015,NA,544,NA,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/7/2015,NA,546,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/7/2015,NA,1929,NA,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,12/7/2015,NA,1936,NA,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/7/2015,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA
Roos In,Roosevelt at Salt River Inlet,salt,SRNR,12/7/2015,NA,1149,NA,NA,NA,NA,NA,NA,NA,NA
Salt Gila,Salt Gila Pump Station,NA,SGPS,12/7/2015,NA,1046,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,12/7/2015,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA
AN IN,Inlet to Anthem Water Treatment Plant,srp,az canal,1/4/2016,NA,1052,NA,NA,NA,NA,NA,NA,NA,NA
CH IN,Inlet to Chandler Treatment Plant,srp,az canal,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glendale In,Glendale WTP Inlet,srp,Glen In,1/4/2016,NA,863,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,1/4/2016,NA,848,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,1/4/2016,NA,1045,NA,NA,NA,NA,NA,NA,NA,NA
HOC,Head of Consolidated Canal,az canal,HOC,1/4/2016,NA,771,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/4/2016,NA,744,NA,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/4/2016,NA,827,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,Mesa Turnout,NA,MTO,1/4/2016,NA,1045,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the consolidated canal,az canal,MOC,1/4/2016,NA,662,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/4/2016,NA,825,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/4/2016,NA,1969,NA,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,1/4/2016,NA,1046,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/4/2016,NA,1042,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/4/2016,NA,848,NA,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/4/2016,NA,805,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,1/4/2016,NA,485,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/4/2016,NA,809,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/4/2016,NA,827,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,1/4/2016,NA,580,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,1/4/2016,NA,1064,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/4/2016,NA,565,NA,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/4/2016,NA,1916,NA,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,1/4/2016,NA,1923,NA,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/4/2016,NA,1915,NA,NA,NA,NA,NA,NA,NA,NA
Roos In,Roosevelt at Salt River Inlet,salt,SRNR,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Gila,Salt Gila Pump Station,NA,SGPS,1/4/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,1/4/2016,NA,647,NA,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/4/2016,NA,642,NA,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,1/4/2016,NA,1044,NA,NA,NA,NA,NA,NA,NA,NA
AN IN,Inlet to Anthem Water Treatment Plant,srp,az canal,2/1/2016,NA,1047,NA,NA,NA,NA,NA,NA,NA,NA
CH IN,Inlet to Chandler Treatment Plant,srp,az canal,2/1/2016,NA,706,NA,NA,NA,NA,NA,NA,NA,NA
Glendale In,Glendale WTP Inlet,srp,Glen In,2/1/2016,NA,1214,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2/1/2016,NA,643,NA,NA,NA,NA,NA,NA,NA,NA
HOC,Head of Consolidated Canal,az canal,HOC,2/1/2016,NA,693,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/1/2016,NA,690,NA,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/1/2016,NA,655,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,Mesa Turnout,NA,MTO,2/1/2016,NA,1049,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the consolidated canal,az canal,MOC,2/1/2016,NA,844,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/1/2016,NA,758,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/1/2016,NA,1898,NA,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/1/2016,NA,652,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/1/2016,NA,650,NA,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/1/2016,NA,958,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2/1/2016,NA,502,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/1/2016,NA,1067,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/1/2016,NA,925,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2/1/2016,NA,579,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/1/2016,NA,1087,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/1/2016,NA,1067,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2/1/2016,NA,1042,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/1/2016,NA,576,NA,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/1/2016,NA,577,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/1/2016,NA,1909,NA,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2/1/2016,NA,1905,NA,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/1/2016,NA,1909,NA,NA,NA,NA,NA,NA,NA,NA
Roos In,Roosevelt at Salt River Inlet,salt,SRNR,2/1/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Gila,Salt Gila Pump Station,NA,SGPS,2/1/2016,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2/1/2016,NA,656,NA,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/1/2016,NA,840,NA,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2/1/2016,NA,1045,NA,NA,NA,NA,NA,NA,NA,NA
AN IN,Inlet to Anthem Water Treatment Plant,srp,az canal,3/7/2016,NA,1038,NA,NA,NA,NA,NA,NA,NA,NA
CH IN,Inlet to Chandler Treatment Plant,srp,az canal,3/7/2016,NA,770,NA,NA,NA,NA,NA,NA,NA,NA
Glendale In,Glendale WTP Inlet,srp,Glen In,3/7/2016,NA,749,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,3/7/2016,NA,704,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,3/7/2016,NA,1033,NA,NA,NA,NA,NA,NA,NA,NA
HOC,Head of Consolidated Canal,az canal,HOC,3/7/2016,NA,654,NA,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/7/2016,NA,655,NA,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/7/2016,NA,753,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,Mesa Turnout,NA,MTO,3/7/2016,NA,1036,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the consolidated canal,az canal,MOC,3/7/2016,NA,685,NA,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/7/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/7/2016,NA,738,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/7/2016,NA,1963,NA,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,3/7/2016,NA,1029,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/7/2016,NA,1023,NA,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/7/2016,NA,888,NA,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/7/2016,NA,750,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,3/7/2016,NA,852,NA,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/7/2016,NA,752,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/7/2016,NA,752,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,3/7/2016,NA,572,NA,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/7/2016,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/7/2016,NA,1043,NA,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,3/7/2016,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA
